id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
975,golden,small,round,forest,ground,fruits,humanfriendly,28,1570,1,23928,13.61,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
976,golden,small,round,meadow,tree,fruits,humanfriendly,23,1989,2,39740,11.48,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
977,golden,large,round,garden,cavity,etc,humanfriendly,14,1781,1,58980,14.7,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
978,yellow,large,round,garden,tree,fruits,unidentified,20,1890,3,41468,14.58,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
979,yellow,small,round,garden,tree,flowers,humanfriendly,28,2014,2,20161,15.67,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
980,yellow,small,round,forest,ground,flowers,humanfriendly,12,1909,2,25330,14,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
981,yellow,large,round,meadow,tree,etc,humanfriendly,30,2048,3,33207,9.23,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
982,golden,large,round,meadow,tree,flowers,humanfriendly,21,1629,2,55652,13.37,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
983,golden,large,round,meadow,ground,flowers,humanfriendly,9,2074,2,15602,9.2,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
984,golden,medium,round,meadow,tree,fruits,unidentified,3,1587,1,36174,15.15,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
985,golden,small,round,forest,ground,fruits,humanfriendly,23,2077,2,46750,12.15,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
986,golden,medium,round,garden,cavity,flowers,,9,1637,2,51554,14.82,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
987,golden,large,round,meadow,tree,flowers,humanfriendly,29,1847,1,15063,10.65,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
988,yellow,small,round,garden,cavity,fruits,unidentified,13,2086,2,36022,9.12,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
989,golden,small,round,garden,ground,flowers,humanfriendly,29,1793,2,21307,10.82,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
990,golden,large,round,garden,ground,etc,humanfriendly,25,1960,3,16505,15.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
991,golden,small,round,forest,ground,flowers,humanfriendly,4,1649,2,14486,14.37,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
992,golden,small,round,garden,ground,fruits,humanfriendly,4,1612,3,62123,14.32,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
993,golden,small,round,meadow,tree,,humanfriendly,11,1537,2,10924,13.92,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
994,yellow,large,round,forest,tree,flowers,unidentified,13,2027,3,36245,10.1,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
995,golden,medium,round,garden,cavity,flowers,humanfriendly,6,1558,2,39445,13.06,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
996,golden,small,round,garden,ground,fruits,unidentified,4,2000,2,44482,13.2,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
997,golden,medium,round,forest,tree,etc,humanfriendly,6,1782,2,35566,9.21,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
998,golden,large,round,garden,tree,fruits,unidentified,30,1600,1,21413,15.06,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
999,golden,large,round,garden,cavity,flowers,unidentified,26,1505,3,27124,14.36,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1000,golden,small,round,meadow,tree,etc,humanfriendly,,1726,1,13768,12.21,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1001,yellow,small,round,meadow,cavity,etc,humanfriendly,10,1547,1,61150,13.25,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1002,golden,medium,round,garden,cavity,fruits,unidentified,7,1618,3,53935,10.8,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1003,golden,small,round,meadow,tree,fruits,humanfriendly,10,1622,1,36485,12.29,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1004,golden,large,round,garden,tree,fruits,humanfriendly,19,1850,2,25748,10.23,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1005,yellow,small,round,garden,tree,etc,humanfriendly,29,1891,2,39160,15.35,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1006,golden,small,round,forest,ground,flowers,humanfriendly,17,2059,1,61497,12.27,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1007,golden,medium,round,,cavity,fruits,humanfriendly,11,1748,3,51993,11.33,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1008,golden,small,round,forest,ground,flowers,unidentified,10,2061,2,10526,14.69,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1009,yellow,large,round,forest,tree,fruits,unidentified,12,1964,2,42380,9.99,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1010,golden,small,round,garden,cavity,fruits,humanfriendly,3,1977,2,43795,11.96,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1011,yellow,large,round,meadow,ground,etc,unidentified,20,1814,1,56588,12.84,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1012,yellow,small,round,forest,ground,fruits,humanfriendly,19,2068,2,49670,14.06,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1013,yellow,small,round,meadow,ground,etc,humanfriendly,15,1840,3,56183,9.68,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1014,golden,medium,round,forest,cavity,fruits,humanfriendly,17,1831,1,62766,10.89,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1015,golden,medium,round,garden,ground,flowers,humanfriendly,21,1624,2,40286,14.62,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1016,golden,medium,round,forest,cavity,etc,unidentified,25,1544,2,60283,11.17,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1017,golden,large,round,garden,ground,etc,unidentified,9,1795,3,61428,15.68,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1018,golden,medium,round,meadow,ground,etc,humanfriendly,4,1658,1,33666,14.25,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1019,golden,small,round,forest,ground,fruits,unidentified,15,1635,3,16066,15.38,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1020,golden,medium,round,meadow,cavity,etc,humanfriendly,5,1648,3,56639,14.57,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1021,golden,medium,round,garden,tree,,humanfriendly,23,1963,3,57942,13.6,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1022,golden,small,round,garden,ground,etc,unidentified,16,1988,1,25490,14.4,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1023,golden,large,round,garden,ground,flowers,humanfriendly,6,2064,2,36321,11.72,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1024,golden,large,round,garden,cavity,flowers,humanfriendly,20,1634,1,22468,13.08,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1025,golden,small,round,garden,tree,etc,humanfriendly,10,1889,1,36714,9.37,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1026,golden,small,round,forest,ground,etc,unidentified,15,1909,1,30454,15.86,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1027,golden,large,round,forest,cavity,etc,unidentified,14,1609,2,19702,12.66,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1028,golden,small,round,garden,tree,fruits,humanfriendly,10,1682,3,65435,14.72,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1029,yellow,medium,round,forest,ground,fruits,humanfriendly,25,1712,1,23227,14.97,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1030,golden,medium,round,meadow,tree,flowers,unidentified,2,2018,3,24355,10.36,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1031,golden,large,round,garden,tree,flowers,humanfriendly,20,2013,2,55177,13.39,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1032,yellow,small,round,meadow,cavity,flowers,unidentified,3,1511,3,59547,12.1,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1033,golden,medium,round,meadow,ground,fruits,humanfriendly,9,1706,1,60467,15.3,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1034,golden,medium,round,,ground,fruits,humanfriendly,26,2098,1,45940,15.55,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1035,golden,small,round,garden,cavity,flowers,humanfriendly,30,1641,3,46154,12.68,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1036,golden,small,round,,tree,etc,,29,1700,3,35000,9.32,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1037,golden,large,round,garden,cavity,,,18,1531,2,38170,15.93,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1038,yellow,small,round,forest,ground,etc,humanfriendly,9,1584,3,65569,11.77,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1039,golden,small,round,garden,ground,etc,unidentified,7,1933,2,60975,12.53,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1040,golden,medium,round,garden,cavity,flowers,unidentified,28,1650,1,50200,15.68,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1041,yellow,large,round,,tree,fruits,unidentified,14,1837,1,21315,10.71,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1042,yellow,large,round,garden,ground,fruits,humanfriendly,11,1575,2,30699,11.82,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1043,golden,large,round,meadow,ground,,unidentified,30,1866,2,14033,15.81,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1044,golden,small,round,forest,tree,etc,humanfriendly,16,1923,2,46015,11.8,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1045,golden,large,round,garden,cavity,fruits,unidentified,14,1812,2,60369,10.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1046,golden,large,round,garden,cavity,fruits,humanfriendly,24,1961,2,65365,11.62,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1047,yellow,small,round,garden,ground,fruits,unidentified,21,2005,1,44501,14.57,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1048,golden,large,round,forest,ground,fruits,humanfriendly,21,1638,3,10310,12.16,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1049,golden,small,round,forest,ground,fruits,humanfriendly,19,1801,3,58272,10.81,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1050,golden,large,round,forest,tree,etc,unidentified,28,1806,3,60930,12.91,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1051,golden,medium,round,,tree,flowers,humanfriendly,24,1537,3,14390,12.17,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1052,golden,small,round,garden,cavity,flowers,humanfriendly,3,1966,2,14125,10.83,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1053,golden,medium,round,forest,tree,fruits,humanfriendly,7,1548,2,39072,9.84,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1054,golden,medium,round,meadow,tree,etc,humanfriendly,3,1816,2,17361,9.67,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1055,golden,medium,round,meadow,cavity,flowers,humanfriendly,15,1527,2,56799,11.2,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1056,golden,small,round,garden,cavity,fruits,humanfriendly,24,1972,3,16913,13.49,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1057,golden,large,round,meadow,ground,etc,humanfriendly,1,2072,3,10105,11.4,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1058,yellow,small,round,forest,tree,flowers,humanfriendly,1,1975,3,64112,11.67,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1059,golden,large,round,garden,cavity,flowers,unidentified,,1837,3,31552,11.01,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1060,yellow,large,round,garden,tree,flowers,humanfriendly,28,1674,3,59315,11.58,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1061,yellow,large,round,garden,ground,fruits,humanfriendly,26,1805,3,21529,15.38,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1062,golden,medium,round,garden,cavity,flowers,humanfriendly,8,1581,3,55609,14.19,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1063,golden,medium,round,garden,tree,fruits,unidentified,5,1954,1,32679,11.4,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1064,yellow,medium,round,meadow,cavity,etc,,25,1877,3,36081,13.21,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1065,golden,medium,round,garden,ground,fruits,humanfriendly,23,1811,2,33318,11.48,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1066,golden,large,round,forest,ground,etc,unidentified,27,1909,1,51595,9.52,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1067,golden,large,round,,cavity,flowers,humanfriendly,1,2090,2,15591,11.16,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1068,golden,medium,round,garden,ground,fruits,unidentified,27,1853,3,24545,9.49,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1069,golden,small,round,garden,cavity,flowers,humanfriendly,20,2087,2,23455,15.09,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1070,golden,small,round,meadow,ground,flowers,unidentified,19,1576,3,54635,15.55,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1071,golden,medium,round,garden,cavity,etc,humanfriendly,26,1896,2,14104,11.85,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1072,golden,medium,round,meadow,tree,flowers,humanfriendly,15,1599,1,18953,9.23,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1073,yellow,medium,round,garden,tree,etc,unidentified,30,2087,2,21570,12.59,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1074,golden,small,round,garden,cavity,flowers,unidentified,,1919,1,35012,15.97,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1075,yellow,small,round,garden,cavity,etc,humanfriendly,13,1921,2,17184,12.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1076,golden,small,round,forest,tree,etc,unidentified,18,1859,2,26424,12.61,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1077,golden,small,round,garden,ground,flowers,humanfriendly,16,1650,1,11638,14.33,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1078,golden,large,round,meadow,tree,flowers,humanfriendly,30,1746,2,44911,9.61,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1079,golden,large,round,garden,cavity,flowers,humanfriendly,23,1656,1,24356,14.46,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1080,golden,large,round,garden,tree,flowers,unidentified,6,2001,3,60299,12.18,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1081,golden,small,round,garden,cavity,flowers,humanfriendly,10,2038,3,16598,12.42,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1082,golden,small,round,meadow,ground,flowers,humanfriendly,10,1915,1,39207,14.5,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1083,golden,small,round,garden,tree,fruits,unidentified,24,1541,2,60901,9.25,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1084,golden,large,round,meadow,cavity,etc,humanfriendly,30,2032,1,39382,12.09,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1085,golden,large,round,garden,ground,etc,humanfriendly,1,1770,3,46100,12.12,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1086,golden,large,round,forest,ground,etc,humanfriendly,27,1933,2,49561,15.42,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1087,golden,small,round,meadow,ground,etc,unidentified,14,1590,1,60483,9.7,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1088,golden,small,round,meadow,tree,flowers,humanfriendly,7,1770,2,16891,10.48,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1089,golden,small,round,forest,cavity,fruits,humanfriendly,1,2089,1,42521,11.63,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1090,golden,small,round,meadow,tree,flowers,humanfriendly,11,1675,3,38535,15.37,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1091,golden,large,round,forest,tree,etc,unidentified,2,1834,3,17862,11.15,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1092,yellow,medium,round,forest,ground,flowers,humanfriendly,10,1720,3,16439,10.72,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1093,yellow,medium,round,garden,tree,fruits,unidentified,21,2015,2,62901,12.66,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1094,yellow,large,round,garden,tree,flowers,humanfriendly,3,2021,3,31267,15.97,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1095,golden,small,round,forest,ground,fruits,humanfriendly,7,1649,2,65882,14.22,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1096,golden,medium,round,forest,cavity,fruits,humanfriendly,14,1639,3,57322,13.02,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1097,golden,small,round,garden,ground,etc,humanfriendly,30,1948,3,15404,13.49,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1098,golden,small,round,,tree,etc,humanfriendly,23,1520,1,42711,13.49,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1099,golden,large,round,forest,ground,flowers,unidentified,4,1696,3,55019,13.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1100,golden,medium,round,forest,ground,flowers,humanfriendly,25,1511,1,33374,10.48,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1101,golden,small,round,garden,ground,flowers,humanfriendly,9,1584,3,59394,11.61,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1102,golden,small,round,garden,ground,fruits,unidentified,11,1502,3,46186,12.67,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1103,yellow,medium,round,forest,ground,flowers,humanfriendly,16,1700,2,32565,12.12,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1104,golden,small,round,garden,cavity,etc,humanfriendly,15,1789,1,32902,13.15,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1105,golden,small,round,forest,tree,flowers,humanfriendly,28,1772,3,60232,9.99,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1106,golden,large,round,garden,ground,fruits,humanfriendly,9,1644,3,33801,9.76,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1107,golden,large,round,meadow,cavity,etc,unidentified,16,1501,1,60800,11.78,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1108,golden,small,round,forest,tree,etc,humanfriendly,11,1750,3,54690,12.31,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1109,yellow,small,round,meadow,ground,,humanfriendly,6,1936,2,44623,12.01,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1110,golden,medium,round,meadow,tree,flowers,humanfriendly,10,1695,1,19477,14.94,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1111,golden,small,round,,ground,fruits,unidentified,7,1508,3,29115,11.83,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1112,golden,large,round,garden,tree,flowers,unidentified,4,1742,1,51229,12.94,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1113,golden,small,round,forest,ground,flowers,humanfriendly,20,1686,2,13825,15.15,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1114,yellow,small,round,garden,ground,fruits,unidentified,18,1543,2,51950,13.35,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1115,golden,large,round,garden,ground,fruits,unidentified,16,1542,3,51092,9.19,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1116,golden,small,round,,ground,flowers,unidentified,1,1979,3,56169,12.75,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1117,yellow,large,round,garden,ground,flowers,unidentified,28,1990,2,48530,11.82,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1118,golden,small,round,forest,cavity,fruits,unidentified,11,1616,3,20611,10.3,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1119,golden,small,round,garden,ground,etc,unidentified,14,1708,2,23177,12.02,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1120,yellow,large,round,garden,cavity,fruits,humanfriendly,23,1995,1,40264,11.74,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1121,golden,small,round,garden,cavity,fruits,humanfriendly,26,1929,2,54325,14.59,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1122,golden,small,round,,cavity,fruits,humanfriendly,19,1646,3,60309,11.45,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1123,yellow,medium,round,forest,tree,flowers,humanfriendly,15,2067,2,20611,15.69,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1124,golden,small,round,meadow,cavity,etc,humanfriendly,7,1849,2,26528,10.09,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1125,golden,medium,round,garden,ground,fruits,humanfriendly,13,1627,1,51615,14.47,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1126,yellow,small,round,garden,tree,flowers,humanfriendly,25,2000,3,64291,12.55,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
1127,golden,medium,round,forest,ground,fruits,humanfriendly,30,1514,2,21501,10.09,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1128,golden,small,round,forest,cavity,etc,humanfriendly,27,1517,3,22602,12.12,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1129,golden,medium,round,garden,ground,fruits,unidentified,25,1878,2,54739,11.05,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1130,yellow,medium,round,garden,cavity,flowers,unidentified,29,1548,1,53772,15.08,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1131,golden,medium,round,meadow,tree,fruits,humanfriendly,10,2050,3,17832,9.21,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1132,golden,small,round,garden,cavity,,humanfriendly,9,1762,2,13650,13.71,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1133,yellow,large,round,garden,tree,etc,humanfriendly,20,1711,3,44349,10.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1134,golden,medium,round,garden,tree,fruits,humanfriendly,12,1876,1,12298,14.37,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1135,golden,large,round,meadow,cavity,etc,humanfriendly,10,1712,2,38067,15.08,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1136,golden,large,round,meadow,cavity,fruits,unidentified,29,1837,3,30237,12.32,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1137,golden,small,round,meadow,cavity,flowers,humanfriendly,25,1508,2,40730,13.32,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1138,golden,medium,round,,tree,flowers,humanfriendly,23,1652,1,24969,10.86,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1139,golden,small,round,meadow,tree,fruits,humanfriendly,24,2021,3,23648,9.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1140,golden,large,round,garden,tree,fruits,humanfriendly,1,1748,1,15941,9.16,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1141,golden,small,round,garden,cavity,etc,humanfriendly,12,1749,2,20734,9.77,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1142,golden,large,round,garden,cavity,fruits,unidentified,10,1704,1,54267,13.67,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1143,golden,large,round,meadow,cavity,fruits,humanfriendly,2,1828,2,56173,14.21,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1144,golden,large,round,meadow,ground,fruits,humanfriendly,1,1630,1,30507,13.55,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1145,golden,medium,round,garden,tree,flowers,unidentified,14,1656,1,52045,10.64,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1146,golden,medium,round,garden,ground,flowers,humanfriendly,14,1539,2,38720,9.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
1147,yellow,medium,round,garden,tree,fruits,unidentified,25,2019,3,14990,10.6,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
1148,golden,small,round,garden,ground,flowers,,6,1790,2,43685,13.45,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
1149,golden,medium,round,garden,tree,flowers,unidentified,28,1693,2,57985,12.56,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
